moves, guesses, result, moves, guesses, result, moves, guesses, result
4, 3, lost, 60, 4, lost, 14, 1, won, 
300, 6, lost, 11, 3, lost, 24, 0, won, 
105, 1, lost, 103, 4, won, 21, 0, won, 
189, 4, lost, 96, 3, lost, 24, 0, won, 
125, 13, lost, 115, 0, won, 18, 3, won, 
6, 5, lost, 3, 2, lost, 28, 3, won, 
2, 1, lost, 119, 1, won, 26, 0, won, 
5, 4, lost, 110, 0, won, 31, 1, won, 
8, 5, lost, 85, 4, lost, 29, 1, won, 
6, 2, lost, 5, 4, lost, 33, 0, won, 
2, 1, lost, 51, 8, lost, 31, 1, won, 
2, 1, lost, 119, 2, won, 31, 0, won, 
148, 2, lost, 103, 4, lost, 26, 0, won, 
131, 3, lost, 103, 3, won, 22, 0, won, 
60, 3, lost, 89, 2, won, 30, 0, won, 
4, 3, lost, 97, 1, won, 2, 1, lost, 
48, 6, lost, 110, 0, won, 24, 0, won, 
6, 5, lost, 3, 2, lost, 32, 2, won, 
6, 3, lost, 122, 4, won, 31, 3, won, 
3, 2, lost, 144, 2, lost, 18, 2, lost, 
2, 1, lost, 109, 2, won, 26, 0, won, 
4, 1, lost, 19, 3, lost, 32, 2, won, 
22, 5, lost, 114, 0, won, 29, 2, won, 
8, 7, lost, 83, 5, lost, 24, 5, lost, 
2, 1, lost, 3, 2, lost, 22, 2, lost, 
4, 3, lost, 2, 1, lost, 37, 3, won, 
7, 1, lost, 129, 0, won, 18, 3, won, 
19, 6, lost, 103, 5, won, 30, 3, won, 
125, 3, lost, 3, 2, lost, 15, 2, lost, 
166, 2, lost, 109, 0, won, 31, 0, won, 
14, 8, lost, 110, 4, lost, 33, 2, won, 
27, 2, lost, 128, 3, won, 41, 0, won, 
56, 3, lost, 60, 5, lost, 23, 1, won, 
120, 3, lost, 110, 1, won, 2, 1, lost, 
3, 2, lost, 2, 1, lost, 2, 1, lost, 
99, 6, lost, 132, 4, won, 4, 1, lost, 
214, 3, lost, 112, 0, won, 18, 2, won, 
98, 4, lost, 27, 4, lost, 34, 0, won, 
5, 4, lost, 134, 1, won, 29, 1, won, 
56, 2, lost, 114, 4, lost, 27, 2, won, 
2, 1, lost, 124, 2, won, 26, 1, won, 
47, 3, lost, 17, 3, lost, 30, 2, won, 
6, 4, lost, 118, 0, won, 2, 1, lost, 
10, 6, lost, 77, 5, lost, 23, 1, won, 
2, 1, lost, 6, 5, lost, 6, 5, lost, 
46, 6, lost, 84, 2, lost, 23, 1, won, 
5, 4, lost, 90, 1, lost, 34, 3, won, 
53, 5, lost, 5, 2, lost, 27, 2, won, 
32, 1, lost, 26, 4, lost, 2, 1, lost, 
4, 2, lost, 121, 4, won, 35, 3, won, 
3, 2, lost, 3, 2, lost, 28, 0, won, 
150, 4, lost, 84, 1, won, 42, 3, won, 
109, 4, lost, 85, 5, lost, 39, 2, won, 
213, 8, lost, 150, 0, won, 20, 0, won, 
63, 5, lost, 6, 4, lost, 30, 0, won, 
2, 1, lost, 140, 3, won, 30, 2, won, 
2, 1, lost, 52, 3, lost, 31, 0, won, 
17, 4, lost, 108, 1, won, 5, 1, lost, 
4, 3, lost, 113, 6, lost, 26, 3, won, 
204, 11, lost, 6, 5, lost, 23, 1, lost, 
291, 3, won, 8, 4, lost, 23, 2, won, 
159, 10, lost, 5, 4, lost, 3, 2, lost, 
8, 4, lost, 126, 2, won, 25, 2, won, 
199, 2, lost, 116, 2, lost, 28, 4, won, 
2, 1, lost, 20, 1, lost, 21, 2, won, 
15, 6, lost, 45, 4, lost, 2, 1, lost, 
2, 1, lost, 11, 8, lost, 28, 1, won, 
34, 4, lost, 127, 2, lost, 25, 0, won, 
16, 4, lost, 11, 2, lost, 29, 3, won, 
155, 3, lost, 140, 0, won, 23, 2, won, 
9, 7, lost, 94, 1, lost, 2, 1, lost, 
28, 4, lost, 125, 2, won, 36, 2, won, 
9, 8, lost, 117, 0, won, 26, 1, won, 
2, 1, lost, 64, 2, lost, 2, 1, lost, 
250, 1, lost, 160, 7, won, 28, 1, won, 
14, 3, lost, 147, 1, won, 37, 3, won, 
16, 3, lost, 85, 5, lost, 27, 0, won, 
78, 12, lost, 6, 5, lost, 26, 0, won, 
3, 2, lost, 11, 5, lost, 35, 5, won, 
5, 4, lost, 102, 3, won, 37, 0, won, 
2, 1, lost, 2, 1, lost, 32, 6, won, 
67, 3, lost, 79, 4, lost, 30, 3, won, 
35, 1, lost, 2, 1, lost, 29, 3, won, 
54, 2, lost, 26, 3, lost, 4, 1, lost, 
2, 1, lost, 128, 0, won, 2, 1, lost, 
38, 6, lost, 102, 3, won, 27, 3, won, 
248, 4, lost, 109, 2, won, 2, 1, lost, 
47, 4, lost, 7, 2, lost, 30, 2, won, 
6, 5, lost, 3, 2, lost, 17, 2, lost, 
2, 1, lost, 88, 3, lost, 2, 1, lost, 
10, 1, lost, 111, 3, won, 21, 3, lost, 
113, 3, lost, 15, 2, lost, 30, 0, won, 
51, 2, lost, 127, 5, lost, 2, 1, lost, 
9, 4, lost, 142, 0, won, 36, 1, won, 
216, 4, lost, 5, 4, lost, 25, 0, won, 
125, 5, lost, 23, 1, lost, 3, 2, lost, 
41, 6, lost, 8, 6, lost, 34, 1, won, 
3, 2, lost, 106, 2, won, 36, 0, won, 
278, 1, lost, 108, 2, lost, 31, 1, won, 
124, 5, lost, 113, 3, won, 29, 3, won, 
13, 1, lost, 94, 3, lost, 31, 1, won, 
2, 1, lost, 95, 2, lost, 20, 0, won, 
5, 4, lost, 5, 4, lost, 28, 1, won, 
16, 6, lost, 2, 1, lost, 25, 1, won, 
2, 1, lost, 90, 4, lost, 23, 0, won, 
235, 3, lost, 2, 1, lost, 2, 1, lost, 
4, 3, lost, 50, 4, lost, 36, 1, won, 
29, 4, lost, 93, 2, lost, 30, 3, won, 
3, 2, lost, 3, 2, lost, 21, 2, won, 
301, 4, lost, 117, 1, won, 15, 4, lost, 
28, 8, lost, 114, 3, won, 38, 0, won, 
4, 3, lost, 117, 5, lost, 2, 1, lost, 
2, 1, lost, 92, 4, lost, 22, 2, won, 
2, 1, lost, 92, 4, lost, 24, 1, lost, 
8, 4, lost, 112, 2, won, 39, 0, won, 
13, 3, lost, 3, 2, lost, 19, 3, lost, 
3, 2, lost, 2, 1, lost, 26, 0, won, 
17, 2, lost, 86, 5, lost, 35, 0, won, 
32, 1, lost, 8, 2, lost, 36, 1, won, 
13, 4, lost, 139, 2, won, 3, 2, lost, 
19, 6, lost, 3, 2, lost, 28, 2, won, 
10, 3, lost, 6, 2, lost, 38, 1, won, 
3, 2, lost, 99, 4, lost, 3, 2, lost, 
123, 7, lost, 5, 4, lost, 22, 1, won, 
2, 1, lost, 122, 3, lost, 38, 0, won, 
3, 2, lost, 130, 2, lost, 28, 3, lost, 
13, 5, lost, 140, 4, won, 37, 0, won, 
3, 2, lost, 3, 2, lost, 18, 1, won, 
123, 5, lost, 121, 6, won, 30, 0, won, 
130, 7, lost, 2, 1, lost, 31, 2, won, 
2, 1, lost, 37, 4, lost, 25, 2, won, 
3, 2, lost, 93, 4, lost, 32, 0, won, 
5, 4, lost, 128, 3, lost, 30, 0, won, 
14, 2, lost, 103, 4, won, 35, 2, lost, 
56, 5, lost, 40, 3, lost, 31, 0, won, 
136, 2, lost, 129, 3, won, 27, 3, lost, 
6, 1, lost, 134, 3, won, 37, 0, won, 
118, 2, lost, 65, 4, lost, 27, 2, won, 
5, 4, lost, 126, 1, won, 27, 1, won, 
274, 4, won, 130, 2, won, 21, 2, won, 
20, 3, lost, 138, 3, lost, 33, 0, won, 
96, 4, lost, 5, 4, lost, 26, 1, won, 
14, 4, lost, 12, 4, lost, 39, 0, won, 
185, 4, lost, 72, 7, lost, 19, 2, lost, 
2, 1, lost, 76, 5, lost, 32, 2, won, 
174, 1, lost, 100, 2, lost, 35, 1, won, 
5, 4, lost, 5, 4, lost, 34, 0, won, 
4, 1, lost, 2, 1, lost, 32, 2, won, 
5, 4, lost, 2, 1, lost, 7, 6, lost, 
2, 1, lost, 123, 2, lost, 2, 1, lost, 
16, 6, lost, 121, 2, lost, 7, 6, lost, 
3, 2, lost, 70, 3, lost, 26, 0, won, 
265, 5, lost, 2, 1, lost, 31, 1, won, 
16, 4, lost, 77, 7, lost, 20, 1, won, 
3, 2, lost, 132, 1, won, 46, 0, won, 
2, 1, lost, 123, 4, won, 25, 0, won, 
2, 1, lost, 7, 6, lost, 34, 4, won, 
176, 4, lost, 4, 3, lost, 36, 3, won, 
15, 5, lost, 101, 5, won, 32, 0, won, 
4, 2, lost, 112, 2, won, 28, 1, won, 
214, 3, lost, 77, 3, lost, 2, 1, lost, 
9, 2, lost, 107, 1, won, 33, 0, won, 
2, 1, lost, 6, 2, lost, 37, 3, won, 
14, 4, lost, 125, 5, won, 6, 4, lost, 
17, 4, lost, 3, 2, lost, 26, 0, won, 
3, 2, lost, 78, 4, lost, 24, 3, won, 
5, 4, lost, 7, 2, lost, 31, 1, won, 
231, 3, lost, 128, 2, lost, 31, 2, won, 
2, 1, lost, 106, 3, lost, 2, 1, lost, 
205, 5, lost, 99, 1, lost, 2, 1, lost, 
143, 4, lost, 21, 10, lost, 20, 1, lost, 
185, 4, lost, 104, 1, won, 27, 2, won, 
195, 2, lost, 118, 4, won, 23, 1, won, 
2, 1, lost, 2, 1, lost, 29, 0, won, 
42, 9, lost, 96, 3, lost, 2, 1, lost, 
4, 3, lost, 68, 5, lost, 17, 0, won, 
3, 2, lost, 13, 5, lost, 27, 1, won, 
2, 1, lost, 126, 5, won, 30, 1, won, 
16, 5, lost, 102, 5, lost, 28, 0, won, 
266, 8, lost, 102, 4, lost, 26, 0, won, 
31, 6, lost, 119, 3, won, 23, 0, won, 
8, 2, lost, 110, 2, won, 22, 1, lost, 
20, 4, lost, 119, 7, lost, 34, 1, won, 
4, 3, lost, 2, 1, lost, 32, 2, won, 
2, 1, lost, 112, 1, won, 33, 2, won, 
2, 1, lost, 116, 7, lost, 22, 3, won, 
9, 4, lost, 97, 3, lost, 22, 1, won, 
3, 2, lost, 107, 4, lost, 21, 0, won, 
119, 8, lost, 32, 4, lost, 29, 3, won, 
5, 4, lost, 107, 3, lost, 20, 2, lost, 
8, 4, lost, 102, 8, won, 25, 0, won, 
104, 4, lost, 92, 3, lost, 27, 0, won, 
41, 4, lost, 5, 4, lost, 29, 1, won, 
3, 2, lost, 108, 1, lost, 9, 1, lost, 
2, 1, lost, 112, 1, lost, 27, 2, won, 
5, 4, lost, 128, 0, won, 18, 2, lost, 
3, 2, lost, 128, 3, won, 29, 1, won, 
2, 1, lost, 13, 2, lost, 25, 3, won, 
8, 4, lost, 137, 4, won, 35, 0, won, 
68, 6, lost, 116, 7, lost, 34, 1, won, 
274, 11, won, 92, 3, lost, 23, 3, won, 
2, 1, lost, 25, 5, lost, 32, 1, won, 
247, 3, lost, 16, 7, lost, 29, 5, won, 
5, 4, lost, 107, 2, won, 45, 2, won, 
9, 4, lost, 4, 3, lost, 26, 0, won, 
2, 1, lost, 96, 2, lost, 30, 0, won, 
7, 6, lost, 17, 5, lost, 33, 1, won, 
95, 5, lost, 119, 0, won, 23, 3, lost, 
272, 7, lost, 3, 2, lost, 22, 1, lost, 
59, 4, lost, 105, 3, won, 2, 1, lost, 
40, 4, lost, 2, 1, lost, 13, 3, lost, 
21, 5, lost, 135, 2, lost, 31, 0, won, 
112, 3, lost, 128, 2, won, 27, 2, won, 
20, 2, lost, 101, 5, lost, 32, 1, won, 
234, 4, lost, 4, 2, lost, 23, 2, won, 
22, 1, lost, 112, 0, won, 33, 1, won, 
6, 5, lost, 117, 4, won, 23, 1, won, 
11, 6, lost, 142, 3, lost, 28, 1, lost, 
3, 2, lost, 122, 3, won, 20, 0, won, 
4, 3, lost, 105, 2, lost, 23, 1, won, 
10, 7, lost, 110, 1, won, 2, 1, lost, 
127, 3, lost, 103, 2, won, 6, 4, lost, 
2, 1, lost, 16, 2, lost, 2, 1, lost, 
60, 2, lost, 111, 4, won, 32, 1, won, 
9, 4, lost, 112, 0, won, 21, 0, won, 
25, 7, lost, 32, 3, lost, 13, 0, won, 
4, 3, lost, 78, 4, lost, 16, 3, lost, 
8, 6, lost, 117, 1, won, 33, 0, won, 
279, 4, lost, 128, 1, won, 24, 3, won, 
14, 3, lost, 2, 1, lost, 23, 0, won, 
2, 1, lost, 40, 6, lost, 3, 1, lost, 
30, 5, lost, 16, 3, lost, 32, 2, won, 
3, 2, lost, 104, 1, won, 33, 4, won, 
5, 4, lost, 148, 2, won, 26, 2, lost, 
11, 2, lost, 116, 5, won, 42, 2, lost, 
141, 2, lost, 8, 7, lost, 39, 2, won, 
3, 2, lost, 142, 0, won, 31, 0, won, 
156, 7, lost, 125, 3, won, 27, 1, won, 
8, 6, lost, 112, 6, lost, 22, 0, won, 
11, 2, lost, 19, 4, lost, 28, 1, won, 
11, 1, lost, 98, 3, lost, 27, 0, won, 
8, 6, lost, 113, 2, won, 30, 0, won, 
231, 4, lost, 61, 4, lost, 21, 0, won, 
8, 4, lost, 124, 1, won, 18, 1, won, 
27, 5, lost, 5, 4, lost, 33, 0, won, 
169, 6, lost, 84, 4, lost, 40, 4, won, 
3, 2, lost, 2, 1, lost, 29, 0, won, 
76, 4, lost, 108, 4, lost, 13, 5, lost, 
151, 4, lost, 126, 1, won, 22, 0, won, 
20, 2, lost, 3, 2, lost, 31, 5, won, 
3, 2, lost, 104, 3, won, 26, 2, won, 
29, 9, lost, 2, 1, lost, 30, 0, won, 
83, 3, lost, 2, 1, lost, 3, 2, lost, 
13, 4, lost, 47, 4, lost, 36, 0, won, 
2, 1, lost, 128, 0, won, 34, 1, won, 
272, 6, lost, 56, 3, lost, 34, 0, won, 
2, 1, lost, 102, 3, lost, 31, 0, won, 
28, 5, lost, 111, 2, lost, 24, 1, won, 
16, 3, lost, 100, 2, lost, 9, 3, lost, 
6, 5, lost, 99, 6, lost, 24, 1, won, 
5, 4, lost, 108, 3, won, 24, 1, won, 
9, 5, lost, 138, 0, won, 29, 0, won, 
17, 11, lost, 109, 2, lost, 25, 1, won, 
21, 6, lost, 109, 0, won, 11, 4, lost, 
22, 7, lost, 89, 2, lost, 29, 1, won, 
51, 8, lost, 149, 1, won, 32, 3, lost, 
34, 4, lost, 114, 2, won, 31, 1, won, 
2, 1, lost, 104, 5, lost, 30, 0, won, 
2, 1, lost, 95, 3, lost, 18, 0, won, 
2, 1, lost, 4, 1, lost, 6, 5, lost, 
167, 1, lost, 2, 1, lost, 29, 3, won, 
78, 2, lost, 84, 2, lost, 35, 0, won, 
12, 5, lost, 135, 0, won, 21, 0, won, 
9, 7, lost, 25, 2, lost, 36, 1, won, 
4, 3, lost, 98, 0, won, 27, 0, won, 
5, 2, lost, 40, 8, lost, 30, 0, won, 
23, 11, lost, 2, 1, lost, 33, 4, won, 
92, 4, lost, 108, 4, lost, 29, 4, won, 
3, 1, lost, 135, 3, won, 29, 1, won, 
59, 4, lost, 89, 5, lost, 32, 0, won, 
3, 2, lost, 99, 3, lost, 31, 2, won, 
243, 3, lost, 106, 3, won, 30, 2, won, 
6, 5, lost, 92, 3, lost, 12, 0, won, 
2, 1, lost, 9, 5, lost, 20, 0, won, 
91, 5, lost, 104, 2, won, 38, 0, won, 
80, 4, lost, 2, 1, lost, 25, 1, won, 
41, 4, lost, 4, 3, lost, 20, 0, won, 
32, 4, lost, 89, 2, won, 24, 1, won, 
41, 7, lost, 108, 1, lost, 26, 2, won, 
22, 5, lost, 3, 2, lost, 25, 1, won, 
8, 4, lost, 116, 0, won, 25, 0, won, 
3, 2, lost, 115, 2, won, 17, 0, won, 
4, 3, lost, 92, 1, lost, 25, 0, won, 
9, 2, lost, 6, 2, lost, 2, 1, lost, 
3, 2, lost, 129, 2, won, 13, 3, lost, 
9, 6, lost, 121, 2, won, 25, 1, won, 
2, 1, lost, 2, 1, lost, 16, 5, lost, 
263, 4, lost, 4, 3, lost, 31, 2, lost, 
168, 4, lost, 105, 4, lost, 27, 2, won, 
2, 1, lost, 19, 1, lost, 28, 0, won, 
14, 7, lost, 135, 0, won, 37, 0, won, 
211, 4, lost, 10, 2, lost, 5, 4, lost, 
119, 6, lost, 103, 0, won, 25, 0, won, 
249, 4, lost, 2, 1, lost, 28, 0, won, 
114, 3, lost, 110, 3, lost, 27, 1, won, 
12, 6, lost, 118, 4, lost, 26, 1, won, 
2, 1, lost, 2, 1, lost, 6, 4, lost, 
2, 1, lost, 19, 6, lost, 28, 4, won, 
97, 9, lost, 108, 2, lost, 31, 5, won, 
6, 2, lost, 116, 1, won, 24, 1, won, 
11, 6, lost, 117, 2, won, 31, 0, won, 
2, 1, lost, 76, 7, lost, 17, 1, won, 
2, 1, lost, 8, 4, lost, 22, 1, won, 
9, 4, lost, 3, 2, lost, 33, 0, won, 
5, 2, lost, 110, 2, lost, 32, 1, won, 
5, 4, lost, 109, 2, won, 20, 2, lost, 
93, 5, lost, 20, 10, lost, 33, 1, won, 
152, 5, lost, 132, 2, won, 31, 0, won, 
262, 3, lost, 2, 1, lost, 2, 1, lost, 
41, 8, lost, 108, 3, won, 27, 1, won, 
150, 1, lost, 116, 5, lost, 2, 1, lost, 
2, 1, lost, 111, 4, lost, 23, 0, won, 
163, 12, lost, 134, 1, won, 34, 0, won, 
57, 4, lost, 4, 3, lost, 32, 2, won, 
4, 2, lost, 126, 1, won, 35, 1, won, 
14, 5, lost, 5, 4, lost, 33, 2, won, 
6, 4, lost, 122, 1, won, 26, 0, won, 
4, 3, lost, 5, 4, lost, 32, 0, won, 
2, 1, lost, 69, 3, lost, 29, 0, won, 
183, 6, lost, 99, 1, lost, 28, 0, won, 
90, 6, lost, 12, 2, lost, 22, 0, won, 
3, 2, lost, 119, 1, won, 21, 2, won, 
4, 3, lost, 9, 2, lost, 36, 1, won, 
136, 6, lost, 118, 6, won, 31, 0, won, 
20, 4, lost, 117, 3, won, 19, 1, won, 
2, 1, lost, 111, 3, lost, 27, 0, won, 
111, 5, lost, 16, 5, lost, 24, 0, won, 
21, 4, lost, 116, 5, won, 3, 2, lost, 
22, 5, lost, 15, 5, lost, 23, 2, won, 
170, 5, lost, 117, 0, won, 39, 0, won, 
6, 1, lost, 2, 1, lost, 3, 2, lost, 
95, 2, lost, 112, 5, lost, 40, 0, won, 
5, 1, lost, 17, 3, lost, 34, 0, won, 
6, 4, lost, 8, 3, lost, 37, 1, won, 
11, 3, lost, 114, 1, won, 32, 1, won, 
260, 3, lost, 116, 0, won, 36, 2, won, 
298, 5, lost, 20, 8, lost, 29, 2, won, 
19, 5, lost, 103, 1, won, 26, 2, won, 
2, 1, lost, 111, 2, lost, 28, 1, won, 
2, 1, lost, 94, 1, lost, 39, 0, won, 
222, 9, lost, 9, 5, lost, 37, 2, won, 
299, 9, lost, 5, 2, lost, 26, 0, won, 
38, 11, lost, 116, 2, won, 30, 0, won, 
68, 1, lost, 124, 4, lost, 33, 0, won, 
3, 2, lost, 120, 3, won, 39, 1, won, 
2, 1, lost, 111, 4, won, 41, 2, won, 
291, 5, won, 128, 3, won, 30, 0, won, 
62, 5, lost, 156, 4, won, 28, 6, won, 
171, 9, lost, 119, 0, won, 21, 1, won, 
2, 1, lost, 139, 1, won, 20, 3, lost, 
21, 6, lost, 123, 1, won, 17, 3, lost, 
3, 2, lost, 107, 3, won, 18, 1, won, 
21, 5, lost, 4, 3, lost, 28, 2, won, 
137, 2, lost, 3, 2, lost, 29, 1, won, 
57, 8, lost, 119, 2, lost, 4, 1, lost, 
4, 3, lost, 114, 2, lost, 22, 2, lost, 
266, 1, lost, 111, 2, won, 19, 1, lost, 
2, 1, lost, 42, 4, lost, 31, 2, won, 
24, 2, lost, 113, 3, won, 31, 1, won, 
6, 5, lost, 28, 3, lost, 30, 3, won, 
46, 1, lost, 100, 2, won, 15, 4, lost, 
88, 4, lost, 97, 1, won, 22, 1, won, 
195, 7, lost, 3, 2, lost, 22, 1, won, 
42, 3, lost, 2, 1, lost, 38, 0, won, 
4, 1, lost, 126, 9, won, 32, 5, won, 
218, 1, lost, 124, 0, won, 15, 1, won, 
4, 1, lost, 120, 4, won, 28, 1, won, 
2, 1, lost, 109, 2, lost, 13, 4, lost, 
6, 5, lost, 137, 0, won, 16, 2, lost, 
2, 1, lost, 97, 2, lost, 33, 0, won, 
3, 2, lost, 7, 3, lost, 32, 1, won, 
34, 4, lost, 2, 1, lost, 29, 1, won, 
40, 6, lost, 116, 6, won, 29, 0, won, 
6, 2, lost, 2, 1, lost, 28, 4, won, 
94, 2, lost, 110, 3, lost, 34, 0, won, 
6, 3, lost, 139, 1, won, 24, 3, won, 
107, 3, lost, 29, 5, lost, 32, 1, won, 
4, 3, lost, 8, 7, lost, 47, 1, won, 
2, 1, lost, 81, 2, lost, 23, 1, won, 
149, 4, lost, 107, 1, won, 24, 0, won, 
65, 5, lost, 113, 3, won, 23, 1, won, 
7, 4, lost, 118, 1, won, 20, 6, lost, 
99, 4, lost, 124, 6, won, 33, 0, won, 
2, 1, lost, 19, 12, lost, 5, 4, lost, 
7, 3, lost, 105, 2, lost, 2, 1, lost, 
3, 2, lost, 5, 4, lost, 24, 1, won, 
9, 4, lost, 121, 2, lost, 4, 2, lost, 
2, 1, lost, 115, 1, won, 2, 1, lost, 
6, 1, lost, 132, 1, won, 25, 3, lost, 
2, 1, lost, 128, 1, won, 36, 1, won, 
12, 7, lost, 107, 1, won, 5, 1, lost, 
2, 1, lost, 127, 3, won, 31, 3, won, 
5, 4, lost, 108, 1, lost, 26, 0, won, 
9, 1, lost, 91, 2, won, 27, 2, won, 
296, 14, lost, 125, 2, lost, 25, 4, won, 
132, 3, lost, 71, 1, lost, 2, 1, lost, 
11, 5, lost, 115, 0, won, 25, 2, lost, 
69, 5, lost, 6, 3, lost, 2, 1, lost, 
11, 4, lost, 3, 2, lost, 27, 1, won, 
235, 3, lost, 14, 4, lost, 28, 0, won, 
12, 4, lost, 115, 1, won, 40, 0, won, 
4, 3, lost, 117, 3, won, 23, 0, won, 
180, 2, lost, 49, 4, lost, 28, 0, won, 
2, 1, lost, 112, 4, won, 25, 1, won, 
5, 4, lost, 121, 2, won, 32, 1, won, 
23, 5, lost, 13, 2, lost, 25, 3, lost, 
2, 1, lost, 6, 4, lost, 14, 10, lost, 
24, 3, lost, 3, 1, lost, 23, 1, won, 
10, 8, lost, 46, 4, lost, 30, 0, won, 
3, 2, lost, 31, 7, lost, 2, 1, lost, 
6, 5, lost, 106, 5, won, 2, 1, lost, 
6, 5, lost, 3, 2, lost, 32, 3, lost, 
2, 1, lost, 111, 4, won, 18, 1, won, 
3, 2, lost, 38, 8, lost, 27, 4, won, 
6, 5, lost, 132, 0, won, 3, 2, lost, 
69, 7, lost, 7, 5, lost, 2, 1, lost, 
65, 3, lost, 59, 1, lost, 15, 4, lost, 
4, 3, lost, 32, 6, lost, 18, 2, lost, 
63, 4, lost, 3, 2, lost, 33, 3, won, 
202, 6, lost, 3, 2, lost, 33, 0, won, 
3, 2, lost, 116, 3, won, 21, 2, lost, 
2, 1, lost, 118, 5, lost, 14, 2, lost, 
3, 2, lost, 58, 6, lost, 22, 3, won, 
105, 8, lost, 35, 3, lost, 2, 1, lost, 
2, 1, lost, 124, 3, won, 28, 3, won, 
110, 1, lost, 132, 6, won, 28, 1, won, 
88, 1, lost, 79, 3, lost, 24, 3, won, 
27, 5, lost, 2, 1, lost, 16, 2, lost, 
8, 1, lost, 127, 1, won, 26, 0, won, 
6, 5, lost, 96, 0, won, 29, 0, won, 
3, 2, lost, 96, 6, lost, 42, 0, won, 
190, 2, lost, 128, 2, won, 2, 1, lost, 
27, 5, lost, 123, 1, won, 17, 4, lost, 
8, 4, lost, 101, 0, won, 3, 2, lost, 
5, 2, lost, 107, 4, lost, 28, 1, won, 
2, 1, lost, 138, 2, won, 32, 1, won, 
2, 1, lost, 2, 1, lost, 27, 0, won, 
77, 5, lost, 110, 1, won, 33, 4, won, 
6, 3, lost, 2, 1, lost, 34, 2, won, 
5, 4, lost, 116, 0, won, 18, 4, lost, 
7, 2, lost, 3, 2, lost, 35, 2, won, 
192, 4, lost, 120, 1, won, 23, 4, lost, 
199, 4, lost, 106, 4, lost, 29, 1, won, 
2, 1, lost, 112, 4, lost, 31, 5, won, 
2, 1, lost, 131, 5, won, 2, 1, lost, 
4, 3, lost, 2, 1, lost, 26, 0, won, 
5, 3, lost, 7, 3, lost, 10, 3, lost, 
82, 4, lost, 107, 3, lost, 30, 0, won, 
3, 2, lost, 5, 4, lost, 28, 0, won, 
6, 4, lost, 100, 4, lost, 30, 1, won, 
49, 7, lost, 4, 3, lost, 22, 1, won, 
3, 2, lost, 3, 2, lost, 2, 1, lost, 
6, 5, lost, 126, 0, won, 23, 1, won, 
305, 4, lost, 108, 2, won, 22, 0, won, 
4, 2, lost, 22, 1, lost, 30, 0, won, 
6, 2, lost, 25, 7, lost, 19, 4, lost, 
2, 1, lost, 134, 7, won, 22, 0, won, 
34, 2, lost, 4, 3, lost, 29, 0, won, 
2, 1, lost, 153, 0, won, 31, 1, won, 
9, 2, lost, 15, 5, lost, 29, 0, won, 
293, 6, lost, 2, 1, lost, 32, 3, won, 
2, 1, lost, 2, 1, lost, 33, 2, won, 
4, 2, lost, 116, 4, won, 5, 4, lost, 
5, 4, lost, 101, 3, won, 3, 1, lost, 
4, 3, lost, 16, 3, lost, 14, 3, lost, 
122, 3, lost, 118, 2, won, 20, 2, won, 
299, 7, won, 41, 3, lost, 22, 0, won, 
81, 6, lost, 113, 1, won, 12, 3, lost, 
82, 4, lost, 6, 4, lost, 23, 1, won, 
13, 9, lost, 126, 1, lost, 29, 1, won, 
2, 1, lost, 108, 2, won, 24, 0, won, 
68, 6, lost, 97, 4, lost, 2, 1, lost, 
11, 4, lost, 8, 7, lost, 24, 0, won, 
5, 1, lost, 121, 2, won, 27, 0, won, 
7, 2, lost, 6, 5, lost, 17, 0, won, 
4, 3, lost, 55, 3, lost, 29, 1, won, 
82, 2, lost, 4, 3, lost, 23, 2, won, 
9, 4, lost, 6, 5, lost, 29, 4, won, 
145, 9, lost, 111, 4, won, 28, 3, won, 
12, 6, lost, 17, 7, lost, 26, 0, won, 
66, 1, lost, 119, 3, won, 42, 1, won, 
4, 3, lost, 108, 1, lost, 39, 1, won, 
35, 1, lost, 103, 2, won, 34, 1, won, 
8, 6, lost, 4, 3, lost, 28, 0, won, 
15, 4, lost, 130, 0, won, 25, 1, won, 
4, 3, lost, 123, 1, won, 24, 1, won, 
21, 9, lost, 105, 2, lost, 3, 2, lost, 
207, 2, lost, 136, 5, won, 29, 4, lost, 
2, 1, lost, 27, 1, lost, 15, 1, lost, 
4, 3, lost, 134, 0, won, 3, 2, lost, 
2, 1, lost, 95, 4, lost, 3, 2, lost, 
4, 2, lost, 135, 3, won, 31, 1, won, 
218, 3, lost, 104, 3, lost, 24, 0, won, 
291, 6, lost, 115, 2, won, 8, 5, lost, 
11, 4, lost, 126, 0, won, 37, 3, won, 
7, 4, lost, 96, 5, lost, 19, 1, won, 
4, 3, lost, 120, 3, lost, 22, 2, won, 
12, 4, lost, 98, 2, won, 2, 1, lost, 
3, 2, lost, 125, 2, lost, 25, 0, won, 
81, 3, lost, 103, 1, won, 34, 0, won, 
5, 1, lost, 116, 3, lost, 40, 0, won, 
253, 1, lost, 139, 13, won, 17, 2, won, 
4, 2, lost, 119, 4, won, 24, 0, won, 
122, 3, lost, 126, 3, won, 31, 0, won, 
4, 3, lost, 106, 3, won, 27, 0, won, 
7, 4, lost, 135, 0, won, 34, 0, won, 
5, 4, lost, 3, 2, lost, 36, 0, won, 
2, 1, lost, 134, 1, won, 28, 0, won, 
76, 4, lost, 121, 4, lost, 34, 0, won, 
35, 4, lost, 2, 1, lost, 36, 1, won, 
